,text,noun,Nletters,frequency,synsets,labels
16494,merchandiser,1,12,10,1,11.65
16495,merchant,1,8,4280,1,9.8
16496,merchantman,1,11,45,1,11.12
16497,mercy,1,7,21410,5,8.74
16498,merciful,0,8,2907,2,8.11
16499,mercifulness,1,12,8,3,9.67
16500,merciless,0,9,1144,1,11.44
16501,mercurial,0,9,133,4,13
16502,mercuric,0,8,38,1,12.9
16503,mercurochrome,1,13,74,1,13.5
16504,mercury,0,7,3296,4,12.316359
16505,mere,0,4,7287,3,9.41
16506,meretricious,0,12,11,3,15.57
16507,merge,0,5,1968,3,10.68
16508,merger,1,6,1800,2,13.1
16509,meridian,1,8,384,5,10.19
16510,meringue,1,8,591,1,11.06
16511,merino,1,6,51,1,18
16512,merit,1,5,2725,3,10.47
16513,meritocracy,1,11,83,2,13.89
16514,meritorious,0,11,126,1,13.33
16515,mermaid,1,7,2983,1,5.68
16516,merry,0,7,17407,3,5.89
16517,merriment,1,9,351,2,11.88
16518,merrymaking,1,11,70,1,8.41
16519,mescal,1,6,132,2,15.75
16520,mescaline,1,9,212,1,16.31
16521,mesdames,0,8,251,1,12
16522,mesenteric,0,10,86,1,15.86
16523,mesentery,1,9,29,1,15.25
16524,mesh,1,4,682,9,9.89
16525,mesmerism,1,9,41,1,12.47
16526,mesmerize,0,9,108,2,12.67
16527,mesoderm,1,8,1,1,16.11
16528,meson,1,5,33,1,13.5
16529,mesosphere,1,10,44,1,14.5
16530,mesquite,1,8,134,1,12.31
16531,mess,1,4,57542,8,4.28
16532,message,1,7,68305,5,6.32
16533,messaging,1,9,370,4,11.26
16534,messenger,1,9,5906,1,7.58
16535,messiah,1,7,2216,4,8
16536,messianic,0,9,125,1,12.6
16537,messy,0,7,5552,1,5.05
16538,messieurs,1,9,471,1,15.22
16539,messiness,1,9,37,2,7.2
16540,mestizo,1,7,30,1,15.25
16541,metabolic,0,9,463,2,12.75
16542,metabolism,1,10,870,2,12
16543,metabolite,1,10,20,1,15
16544,metabolize,0,10,89,1,12.28
16545,metacarpal,0,10,90,2,16.31
16546,metal,1,5,19938,4,5.61
16547,metallic,0,8,2223,3,9.63
16548,metalloid,0,9,11,1,14.53
16549,metallurgical,0,13,66,1,15.69
16550,metallurgist,1,12,62,1,15.8
16551,metallurgy,1,10,135,1,12.85
16552,metalwork,1,9,88,2,12.61
16553,metalworker,1,11,54,1,11
16554,metalworking,1,12,36,1,11.39
16555,metamorphic,0,11,38,2,12.61
16556,metamorphose,0,12,34,2,12.67
16557,metamorphosis,1,13,577,3,11.8
16558,metaphase,0,9,8,2,15.38
16559,metaphor,1,8,2917,1,11.59
16560,metaphoric,0,10,65,1,13.72
16561,metaphorical,0,12,346,1,12.33
16562,metaphysic,0,10,10,1,14.53
16563,metaphysical,0,12,453,3,14.5
16564,metaphysician,1,13,17,1,15.45
16565,metaphysics,1,11,180,1,14.88
16566,metastasis,1,10,107,1,14.07
16567,metastasize,0,11,14,1,14.73
16568,metastatic,0,10,98,1,16.07
16569,metatarsal,1,10,54,2,13.83
16570,mete,0,4,300,1,12
16571,meteor,1,6,2787,2,7.67
16572,meteoric,0,8,165,3,11.11
16573,meteorite,1,9,1218,1,8.84
16574,meteorological,0,14,248,1,12.33
16575,meteorologist,1,13,240,1,8.89
16576,meteorology,1,11,136,2,14
16577,meter,1,5,4395,6,8.56
16578,metered,0,7,21,2,13.88
16579,meth,0,4,3448,1,17.06
16580,methadone,1,9,595,1,19.21
16581,methamphetamine,1,15,371,1,15.42
16582,methane,1,7,1465,1,13.21
16583,methanol,1,8,183,1,15.24
16584,method,1,6,8503,2,11.15
16585,methodical,0,10,529,1,12.74
16586,methodological,0,14,11,1,15
16587,methodology,1,13,400,2,14.13
16588,methyl,1,6,141,1,14.24
16589,methylene,0,9,60,1,15.567906
16590,methylphenidate,1,15,20,1,18.27
16591,meticulous,0,10,1001,2,11.47
16592,metric,0,6,520,5,10.16
16593,metro,0,5,3445,1,12.39212
16594,metronome,1,9,226,1,11.06
16595,metropolis,1,10,1966,2,12.06
16596,metropolitan,0,12,1623,3,11.59
16597,mettle,1,6,347,1,12.33
16598,mettlesome,0,10,9,2,12.22
16599,mew,1,3,499,4,9.29
16600,mewl,0,4,5,1,13.7
16601,mezuzah,1,7,54,1,14.67
16602,mezzanine,0,9,203,2,12.12
16603,mezzo,1,5,67,2,12.6
16604,miaow,0,5,119,2,6.189746
16605,miasma,1,6,83,2,16.14
16606,mica,1,4,356,1,12.25
16607,mouse,1,4,11619,6,4.94
16608,micro,1,5,796,1,10.44
16609,microbe,1,7,268,1,12.61
16610,microbial,0,9,137,1,12.76
16611,microbiological,0,15,7,1,13.79
16612,microbiologist,1,14,86,1,12.68
16613,microbiology,1,12,117,1,13.5
16614,microcellular,0,13,29,1,13.28
16615,microchemistry,1,14,4,1,13.94
16616,microchip,1,9,574,1,14
16617,microcomputer,1,13,23,1,13.89
16618,microcosm,1,9,163,1,16
16619,microdot,1,8,92,1,14.27
16620,microeconomic,0,13,6,1,17.4
16621,microeconomics,1,14,18,1,15.18
16622,microelectronic,0,15,1,1,16.8
16623,microelectronics,1,16,20,1,15.67
16624,microfiche,1,10,104,1,14.75
16625,microfilm,1,9,534,2,12.12
16626,microgram,1,9,9,1,13.21
16627,micromanage,0,11,109,1,15.83
16628,micrometer,1,10,24,2,14
16629,micron,1,6,91,1,14.56
16630,microorganism,1,13,65,1,12.17
16631,microphone,1,10,3558,1,6.25
16632,microphotograph,1,15,8,1,13.23
16633,microprobe,1,10,18,1,14
16634,microprocessor,1,14,93,1,15.48
16635,microreader,1,11,1,1,16.86
16636,microscope,1,10,1689,1,9.16
16637,microscopic,0,11,1261,4,10.11
16638,microscopy,1,10,42,1,12.8
16639,microsecond,1,11,55,1,11.72
16640,microwavable,0,12,24,1,11.28
16641,microwave,1,9,3246,3,7.67
16642,mid,0,3,2031,1,10.32
16643,midair,1,6,338,1,9.21
16644,midbrain,1,8,40,1,14.62
16645,midcourse,1,9,4,1,11.88
16646,midday,1,6,1473,1,7.37
16647,midden,1,6,73,2,13.25
16648,middle,1,6,66734,9,4.697766
16649,middlebrow,1,10,7,1,11.85
16650,middleclass,1,11,26,1,10.55
16651,middleman,1,9,831,3,10.89
16652,middleweight,1,12,355,3,9.83
16653,middling,0,8,152,4,11.56
16654,middy,1,5,15,1,10.25
16655,midfield,1,8,229,1,10.28
16656,midfielder,1,10,65,1,9.56
16657,midget,1,6,1944,2,9.2
16658,midlife,1,7,501,1,11.43
16659,midline,1,7,158,1,11.53
16660,midmorning,1,10,46,1,10.11
16661,midnight,1,8,20723,1,6.21
16662,midpoint,1,8,66,1,10.5
16663,midrange,1,8,29,1,11.18
16664,midriff,1,7,82,2,11.53
16665,midseason,1,9,14,1,10.28
16666,midsection,1,10,122,1,9.62
16667,midship,1,7,41,1,12.44
16668,midshipman,1,10,341,1,13.93
16669,midsize,0,7,39,1,9.72
16670,midst,1,5,3021,1,10.89
16671,midsummer,1,9,683,1,8.94
16672,midterm,1,7,667,3,13.16
16673,midtown,1,7,987,1,9.78
16674,midway,0,6,1074,4,9.463999
16675,midweek,1,7,65,3,9.55
16676,midwife,1,7,1413,1,10.89
16677,midwinter,1,9,123,1,9.35
16678,miff,1,4,29,2,11.21985
16679,mighty,0,8,14014,2,5.63
16680,mightiness,1,10,30,1,8.5
16681,mignon,1,6,455,1,14.4
16682,migraine,1,8,1201,1,10
16683,migrant,1,7,400,2,11.74
16684,migrate,0,7,524,2,9.62
16685,migration,1,9,1092,4,9.67
16686,migratory,0,9,230,2,9.94
16687,mikado,1,6,567,1,18.2
16688,mike,0,4,63219,1,6.775881
16689,mil,1,3,1583,5,10.87
16690,milady,1,6,2375,1,13.18
16691,milch,0,5,67,1,17
16692,mild,0,4,3500,3,8.05
16693,mildew,1,6,303,3,9.74
16694,mildness,1,8,48,3,11.05
16695,mile,1,4,12874,8,7.65
16696,mileage,1,7,948,3,10.22
16697,milepost,1,8,18,1,12
16698,miler,1,5,31,2,12.75
16699,milestone,1,9,654,2,11.62
16700,milieu,1,6,218,1,16.67
16701,militant,0,8,882,4,12.59
16702,military,1,10,36733,4,8.2
16703,militarism,1,10,81,1,12.76
16704,militarist,1,10,19,1,14
16705,militaristic,0,12,103,1,10.6
16706,militarization,1,14,30,1,13
16707,militarize,0,10,9,2,12.59
16708,militate,0,8,8,1,13.73
16709,militia,1,7,2332,2,12
16710,milk,1,4,33863,7,3.37
16711,milkmaid,1,8,145,1,8.94
16712,milkman,1,7,853,1,6.37
16713,milkshake,1,9,1026,1,4.89
16714,milksop,1,7,84,1,13.86
16715,milkweed,0,8,67,2,10.27
16716,milky,0,5,2304,1,6.32
16717,mill,1,4,6298,9,8.17
16718,millage,0,7,2,1,13.21
16719,millenarian,1,11,5,2,15.83
16720,millennium,1,9,1974,3,10.78
16721,millennial,0,10,252,1,14.11
16722,millet,1,6,338,3,14.08
16723,milligram,1,9,317,1,10.05
16724,milliliter,1,10,45,1,10.35
16725,millimeter,1,10,994,1,9.37
16726,milliner,1,8,97,1,15.3
16727,millinery,1,9,55,2,15.25
16728,million,1,7,94514,3,6.47
16729,millionaire,1,11,3983,1,7.06
16730,millionth,1,9,379,3,8.94
16731,millisecond,1,11,187,1,11.11
16732,millpond,1,8,35,1,12.88
16733,millstone,1,9,290,3,10.67
16734,millwright,1,10,35,1,15.67
16735,milord,1,6,2323,1,14.14
16736,milt,1,4,672,2,14.56
16737,mime,1,4,955,4,8
16738,mimeo,1,5,34,2,12.22
16739,mimeograph,1,10,57,2,12.5
16740,mimetic,0,7,23,2,13.6
16741,mimic,0,5,863,3,8.74
16742,mimicry,1,7,145,2,12.47
16743,mimosa,1,6,321,3,14.88
16744,min,1,3,6721,3,10.45
16745,minaret,1,7,111,1,13
16746,mince,0,5,715,4,11.11
16747,minced,0,6,342,3,13.06
16748,mincemeat,1,9,368,1,12.06
16749,mind,1,4,312927,13,5.37
16750,mindblower,1,10,14,1,10.47
16751,mindedness,1,10,30,1,12.62
16752,minder,1,6,156,2,12.38
16753,mindful,0,7,513,1,10.9
16754,mindless,0,8,1148,5,9.89
16755,mindset,1,7,641,1,11.78
16756,mine,0,4,170636,4,4.239515
16757,minefield,1,9,877,1,9.53
16758,miner,1,5,1463,1,8.05
16759,mineral,1,7,2566,3,8.67
16760,mineralogy,1,10,19,1,14
16761,minestrone,0,10,153,1,10.9
16762,minesweeper,1,11,78,1,11.12
16763,minesweeping,0,12,3,1,12.28
16764,mingle,0,6,1553,3,10.29
16765,mini,0,4,4243,2,7.25
16766,miniature,0,9,1865,3,9
16767,miniaturization,1,15,78,1,13.17
16768,miniaturize,0,11,23,1,9.56
16769,minibus,1,7,406,1,12.24
16770,minim,1,5,17,3,14
16771,minimal,0,7,1694,1,11.33
16772,minimalist,1,10,180,4,13.94
16773,minimize,0,8,868,3,10.89
16774,minimum,1,7,6209,3,8.11
16775,mining,1,6,3799,4,8.72
16776,minion,1,6,516,1,11.31
16777,miniscule,0,9,210,1,11.68
16778,miniskirt,1,9,237,1,10.47
16779,minister,1,8,33653,6,7.42
16780,ministerial,0,11,267,2,12.81
16781,ministry,1,10,6714,4,9.61
16782,minivan,1,7,971,1,7.5
16783,mink,1,4,1442,3,10.32
16784,minnesinger,1,11,1,1,18.5
16785,minnow,1,6,218,1,9.06
16786,minor,0,5,10781,11,9.11
16787,minority,1,10,2009,3,9.83
16788,minotaur,1,8,670,1,10.6
16789,minster,1,7,189,1,9.21
16790,minstrel,1,8,444,3,10.75
16791,minstrelsy,1,10,14,3,12.86
16792,mint,1,4,4055,8,5.94
16793,mintage,1,7,5,3,12.9
16794,minty,0,5,398,1,7.9
16795,minuet,1,6,202,2,12.83
16796,minus,0,5,5914,3,5.816751
16797,minuscule,0,9,175,5,11.88
16798,minute,1,6,188958,8,7.26
16799,minuteman,1,9,88,2,10.4
16800,minuteness,1,10,5,2,12
16801,minutia,1,7,46,1,13.29
16802,minx,1,4,662,1,11.12
16803,miracle,1,7,20179,2,6.8
16804,miraculous,0,10,1967,2,9.3
16805,mirage,1,6,1374,2,10.89
16806,mire,1,4,403,7,13.94
16807,mirror,1,6,20313,4,4.89
16808,mirth,1,5,346,1,12.07
16809,mirthless,0,9,21,1,13.46
16810,misadventure,1,12,182,1,9.56
16811,misalignment,1,12,22,1,14.18
16812,misallocation,1,13,6,1,15.85
16813,misanthrope,1,11,101,1,16
16814,misanthropic,0,12,52,2,14.92
16815,misanthropy,1,11,23,2,15.29
16816,misapplication,1,14,7,2,12.24
16817,misapprehension,1,15,91,1,11.93
16818,misappropriation,1,16,101,2,14.12
16819,misbegotten,0,11,81,1,13
16820,misbehave,0,9,519,1,5.5
16821,misbehavior,1,11,96,1,6.68
16822,misbeliever,0,11,7,1,12.26
16823,misc,1,4,11,1,11.11
16824,miscalculate,0,12,28,2,11.79
16825,miscalculation,1,14,322,1,9.83
16826,miscarriage,1,11,1267,2,11.47
16827,miscarry,0,10,96,2,12.68
16828,miscast,0,7,38,1,13
16829,miscegenation,1,13,19,1,14.33
16830,miscellaneous,0,13,265,2,9.11
16831,miscellany,1,10,18,2,12.08
16832,mischance,1,9,50,2,12.67
16833,mischief,1,8,2244,2,9.05
16834,mischievous,0,11,1107,2,9.17
16835,mischievousness,1,15,19,3,8.56
16836,miscible,0,8,1,1,13.91
16837,miscommunication,1,16,284,1,11.58
16838,misconception,1,13,481,1,10.39
16839,misconduct,1,10,957,4,9.22
16840,misconstrue,0,11,60,1,12.11
16841,miscreant,1,9,214,1,16.14
16842,miscue,1,6,17,2,11.87
16843,misdeal,0,7,21,2,12.13
16844,misdeed,1,7,89,1,10.56
16845,misdemeanor,1,11,838,1,14.21
16846,misdiagnose,0,11,16,1,12.41
16847,misdiagnosis,1,12,50,1,12.56
16848,misdirect,0,9,136,3,10
16849,misdirection,1,12,255,4,12.67
16850,misdoubt,0,8,6,1,12.71
16851,miser,1,5,639,1,11.57
16852,miserable,0,9,14078,6,10.11
16853,misery,1,8,7513,2,9.22
16854,miserliness,1,11,17,1,10
16855,miserly,0,7,168,1,12.25
16856,misfeasance,1,11,7,1,17.33
16857,misfile,0,7,7,1,14.41
16858,misfire,1,7,216,3,11
16859,misfit,1,6,406,1,7.22
16860,misfortunate,0,12,55,1,9.6
16861,misfortune,1,10,3535,2,10.53
16862,misgiving,1,9,27,4,11
16863,misguidance,1,11,3,1,12.56
16864,misguide,0,8,42,2,10.89
16865,misguided,0,9,1339,4,9.39
16866,mishap,1,6,907,2,11.59
16867,mishear,0,7,32,1,11.18
16868,misheard,1,8,277,1,10.1
16869,mishmash,1,8,76,1,10.64
16870,misidentification,1,17,26,1,11.63
16871,misidentify,0,11,10,1,12.11
16872,misinformation,1,14,258,1,11.06
16873,misinterpret,0,12,242,3,11.16
16874,misinterpretation,1,17,82,1,11.33
16875,misjudge,0,8,227,1,9.42
16876,misjudgment,1,11,68,1,10.05
16877,mislabel,0,8,7,1,9.67
16878,mislay,0,7,25,1,13.13
16879,mislead,0,7,767,2,9.65
16880,misleading,0,10,809,3,9.67
16881,mislike,0,7,5,1,11.67
16882,mismanage,0,9,12,1,12.17
16883,mismanagement,1,13,119,1,14.94
16884,mismatch,1,8,159,2,8.58
16885,mismatched,0,10,156,3,8.26
16886,misnomer,1,8,109,1,14.9
16887,misogynist,1,10,243,1,14.45
16888,misogynistic,0,12,201,1,15.13
16889,misogyny,1,8,115,1,16.06
16890,misperception,1,13,32,1,12.56
16891,misplace,0,8,223,2,8.72
16892,misprint,1,8,135,2,11.45
16893,misprision,1,10,16,1,11.71
16894,mispronounce,0,12,39,1,9.47
16895,misquote,0,8,53,2,10.22
16896,misread,0,7,634,2,10.11
16897,misremember,1,11,17,1,11.85
16898,misrepresent,0,12,77,2,13.33
16899,misrepresentation,1,17,100,2,12.72
16900,misrule,1,7,24,1,13.31
16901,miss,1,4,280930,12,6.33
16902,missal,1,6,44,1,13.8
16903,misshapen,0,9,197,1,10.95
16904,missile,1,7,6395,2,7.22
16905,mission,1,7,44289,5,9.95
16906,missionary,1,12,1648,3,9.78
16907,missive,1,7,112,1,13
16908,misspeak,0,8,17,1,9.33
16909,misspell,0,8,55,1,8.25
16910,misspent,0,8,117,2,11.24
16911,misspoken,0,9,17,1,11.58
16912,misstep,1,7,297,1,12.67
16913,missus,1,6,3409,1,9.23
16914,missy,1,5,4608,1,6.35
16915,mist,1,4,2730,4,6.95
16916,mistake,1,7,74957,5,5.78
16917,mister,1,6,28739,1,6.39
16918,mistletoe,1,9,780,3,9.65
16919,mistral,1,7,95,1,15.08
16920,mistranslation,1,14,30,1,12.78
16921,mistreat,0,8,331,1,10.21
16922,mistreatment,1,12,139,1,8.37
16923,mistress,1,8,12573,3,11.72
16924,mistrial,1,8,669,1,12.42
16925,mistrust,0,8,623,3,9.16
16926,mistrustful,0,11,80,1,10
16927,misty,0,5,1779,2,8.39
16928,misunderstand,0,13,2599,1,8.52
16929,misunderstanding,1,16,8203,3,9.15
16930,misuse,1,6,486,3,9.68
16931,mite,1,4,608,2,11.35
16932,miter,1,5,102,6,13.29
16933,mitigate,0,8,268,2,15.25
16934,mitigating,0,10,377,2,13.76
16935,mitigation,1,10,165,3,13.89
16936,mitochondria,1,12,139,1,12.65
16937,mitochondrial,0,13,169,1,15.12
16938,mitosis,1,7,86,1,13.76
16939,mitral,0,6,185,2,14.38
16940,mitt,1,4,737,2,6.83
16941,mitten,1,6,162,1,4.72
16942,mitzvah,1,7,1733,2,11.94
16943,mix,0,3,13418,9,5.11
16944,mixer,1,5,1257,4,7.05
16945,mixture,1,7,2745,5,8.11
16946,mizzen,0,6,79,2,15.8
16947,mizzenmast,1,10,32,1,13.33
16948,mnemonic,0,8,190,2,13.07
16949,moan,0,4,1901,2,7.72
16950,moaner,1,6,51,1,11.9
16951,moat,1,4,709,1,9.65
16952,mob,1,3,7753,4,9.67
16953,mobile,0,6,13970,8,8.72
16954,mobility,1,8,719,1,10.94
16955,mobilization,1,12,377,2,11.58
16956,mobilize,0,8,743,4,12.25
16957,mobster,1,7,615,1,10
16958,moccasin,1,8,79,1,11.22
16959,mocha,1,5,737,4,12
16960,mock,0,4,4108,4,9.05
16961,mocker,1,6,41,2,9.79
16962,mockery,1,9,1201,3,12.22
16963,mockingbird,1,11,649,1,9.06
16964,mockup,1,6,55,1,13.73
16965,mod,1,3,799,2,12.6
16966,modality,1,10,56,4,13.92
16967,mode,1,4,5426,6,9.68
16968,model,1,5,26977,16,5.83
16969,modeling,1,8,2249,9,8.21
16970,modem,1,5,413,1,13.75
16971,moderate,0,8,1162,10,11.22
16972,moderation,1,10,585,4,10.79
16973,moderato,1,8,20,1,14.1
16974,moderator,1,9,280,4,12.4
16975,modern,0,6,20496,7,8.58
16976,modernism,1,9,124,3,13.68
16977,modernistic,0,11,20,1,13.89
16978,modernist,1,10,121,1,14.225124
16979,modernity,1,9,225,1,12.74
16980,modernization,1,13,126,2,10.72
16981,modernize,0,9,162,2,11.17
16982,modest,0,6,4904,7,10.68
16983,modesty,1,7,1750,2,10.89
16984,modicum,1,7,229,1,16.57
16985,modification,1,12,586,4,12.32
16986,modified,0,8,1963,5,10.314005
16987,modifier,1,8,60,4,10.63
16988,modify,0,8,936,3,9.39
16989,modiste,1,7,19,2,15
16990,modular,0,7,176,1,13.17
16991,modularity,1,10,2,1,15.47
16992,modulate,0,8,115,5,13.31
16993,modulation,1,10,152,5,13.94
16994,modulator,1,9,162,1,14.73
16995,module,1,6,1739,4,13.42
16996,modulo,1,6,4,1,17.17
16997,modus,1,5,298,1,13.1
16998,mogul,1,5,539,3,12.32
16999,mohair,1,6,128,1,13.15
17000,moist,0,5,1648,1,9.55
17001,moisten,0,7,117,2,9.28
17002,moisture,1,8,1341,1,6.5
17003,moisturize,0,10,131,1,9.1
17004,moisturizer,1,11,293,1,9.33
17005,moisturizing,0,12,105,1,9.89
17006,mol,1,3,278,1,13.8
17007,molar,1,5,307,5,8.12
17008,molasses,1,8,570,1,8.95
17009,mold,1,4,3631,14,9.26
17010,molder,1,6,26,1,11.35
17011,moldy,0,5,550,1,7.28
17012,mole,1,4,6289,6,7.33
17013,molecular,0,9,1771,2,11.84
17014,molecule,1,8,910,2,12
17015,molehill,1,8,170,1,10.61
17016,moleskin,1,8,23,1,12.94
17017,molest,0,6,529,2,11.32
17018,molestation,1,11,324,2,11.56
17019,molester,1,8,570,1,9.74
17020,moll,0,4,460,1,13.702931
17021,mollify,0,9,39,3,13.4
17022,mollusk,1,7,111,1,11.6
17023,molt,0,4,62,2,10.22
17024,molten,0,6,1305,7,9.06
17025,molybdenum,1,10,43,1,15.83
17026,mom,1,3,305139,1,2.22
17027,moment,1,6,159995,6,7.95
17028,momentary,0,9,676,1,10.67
17029,momentous,0,9,678,1,13.39
17030,momentum,1,8,2017,2,10.17
17031,momma,1,5,3656,1,1.58
17032,mommy,1,7,38167,1,2.5
17033,monarch,1,7,1495,2,10.12
17034,monarchical,0,11,20,2,13.71
17035,monarchy,1,10,1264,1,10.44
17036,monarchist,1,10,90,1,12.19
17037,monastery,1,11,3285,1,10.26
17038,monastic,0,8,227,2,10.8
17039,monasticism,1,11,17,1,15.92
17040,monetary,0,8,805,1,12.56
17041,monetize,0,8,59,1,13.11
17042,money,1,5,471643,3,5.11
17043,moneybag,1,8,29,1,9.67
17044,moneybags,1,9,277,1,9.32
17045,moneyed,0,7,52,2,11.29
17046,moneylender,1,11,179,1,11.41
17047,moneymaker,1,10,235,2,11.39
17048,moneymaking,0,11,90,3,8.32
17049,moneyman,1,8,40,1,12.13
17050,monger,1,6,181,2,13.06
17051,mongo,1,5,426,1,11.38
17052,mongoloid,1,9,161,5,11.8
17053,mongoose,1,8,512,1,9.94
17054,mongrel,1,7,827,2,10.24
17055,moniker,1,7,245,1,14.07
17056,monitor,1,7,11106,9,9.68
17057,monitory,0,8,3,1,15.14
17058,monk,1,4,11475,2,10.29
17059,monkey,1,6,20211,4,4.21
17060,monkeyshine,1,11,10,1,11.46
17061,monkfish,1,8,169,3,13.92
17062,monkshood,1,9,54,1,12.7
17063,mono,1,4,880,2,11.22
17064,monoamine,1,9,24,1,16
17065,monochromatic,0,13,66,3,15.75
17066,monochrome,1,10,86,3,13.78
17067,monocle,1,7,305,1,13
17068,monoclonal,0,10,12,2,13.7
17069,monofilament,1,12,49,1,14.06
17070,monogamist,1,10,65,1,12.43
17071,monogamous,0,10,528,1,13.32
17072,monogamy,1,8,517,1,13.06
17073,monogram,1,8,224,1,11.35
17074,monogrammed,0,11,217,1,12.11
17075,monograph,1,9,74,1,12.39
17076,monolayer,1,9,1,1,13.2
17077,monolith,1,8,190,1,14.81
17078,monolithic,0,10,103,2,14.14
17079,monologue,1,9,893,3,12.59
17080,monomaniacal,0,12,15,1,13.91
17081,mononucleosis,1,13,30,1,12.94
17082,monoplane,1,9,22,1,12.15
17083,monopoly,1,10,1662,3,6.74
17084,monopolist,1,10,8,1,12.64
17085,monopolistic,0,12,26,1,13.85
17086,monopolize,0,10,171,2,12.21
17087,monorail,1,8,230,1,11.05
17088,monosodium,1,10,29,1,16.53
17089,monosyllabic,0,12,62,1,12.12
17090,monosyllable,0,12,19,1,11.21
17091,monotheism,1,10,100,1,15.33
17092,monotone,1,8,187,4,11.11
17093,monotonous,0,10,502,2,13.47
17094,monotony,1,8,316,2,14.44
17095,monounsaturated,0,15,7,1,15.38
17096,monoxide,1,8,732,1,12.79
17097,monozygotic,0,11,14,1,15.08
17098,monsieur,1,8,18763,1,10.12
17099,monsignor,1,9,1478,1,13.92
17100,monsoon,1,7,1129,3,11.28
17101,monster,1,7,32819,5,4.58
17102,monstrosity,1,13,593,2,13.06
17103,monstrous,0,9,2139,3,10.67
17104,montage,1,7,594,1,11.53
17105,month,1,5,71163,2,5.79
17106,monthly,1,9,3026,3,7.95
17107,monument,1,8,2640,3,8.45
17108,monumental,0,10,952,3,10.59
17109,moo,1,3,2096,2,3.53
17110,mooch,1,5,301,2,11.72
17111,moocher,1,7,83,1,11.58
17112,mood,1,4,24739,3,6.58
17113,moody,0,8,2426,4,9.37
17114,moodiness,1,9,36,2,12
17115,moon,1,4,45422,9,4.83
17116,moonbeam,1,8,239,1,8.24
17117,mooncalf,1,8,21,1,11.71
17118,moonless,0,8,151,1,8.78
17119,moonlight,1,9,4488,2,5.5
17120,moonlighter,1,11,20,1,12.82
17121,moonlit,0,7,491,1,6
17122,moonrise,1,8,121,1,8.47
17123,moonscape,1,9,18,1,11.59
17124,moonshine,1,9,919,3,9.22
17125,moonshiner,1,10,46,1,13.05
17126,moonstruck,0,10,78,1,12.58
17127,moonwalk,1,8,149,2,10.3
17128,moony,0,5,121,2,11.17
17129,moor,1,4,1479,5,11.8
17130,moorage,1,7,2,3,14.2
17131,moorhen,1,7,28,2,15.86
17132,mooring,0,7,213,5,12.22
17133,moorland,1,8,74,1,13
17134,moose,1,5,3298,1,5.22
17135,moot,0,4,568,4,14.25
17136,mop,1,3,2766,3,5.11
17137,mope,0,4,503,3,9.37
17138,moped,0,5,835,5,9.39
17139,moppet,1,6,65,1,12.92
17140,moraine,1,7,48,1,14.88
17141,moral,0,5,10077,3,9.53
17142,morale,1,6,2510,2,10.62
17143,moralist,1,8,143,2,12.5
17144,moralistic,0,10,101,1,13.38
17145,morality,1,10,2706,2,11.39
17146,moralize,0,8,46,3,12.37
17147,morals,1,6,2340,2,9.749235
17148,morass,1,6,69,1,12.4
17149,moratorium,1,10,238,2,14.5
17150,moray,1,5,786,1,13.29
17151,morbid,0,6,1339,3,9.72
17152,morbidity,1,9,101,3,14.17
17153,more,0,4,1010390,5,3.781264
17154,morel,1,5,410,1,12.4
17155,mores,1,5,176,2,13.86
17156,morgue,1,6,5443,1,10.53
17157,moribund,1,8,71,2,15.38
17158,mormon,0,6,1083,3,11.929253
17159,morn,1,4,1410,1,9.53
17160,morning,1,7,303550,4,4
17161,moron,1,5,10229,2,8.67
17162,moronic,0,7,530,1,9.89
17163,morose,0,6,222,1,13
17164,morph,1,5,495,2,11.47
17165,morphine,1,8,3826,1,13.22
17166,morphogenetic,0,13,3,1,15.7
17167,morphological,0,13,39,3,16.57
17168,morphology,1,10,137,4,15.42
17169,morsel,1,6,494,2,8.78
17170,mortal,0,6,6352,5,9.84
17171,mortality,1,11,1268,2,12.35
17172,mortar,1,6,1369,4,11.9
17173,mortem,0,6,445,1,12.43
17174,mortgage,1,8,4586,2,12.53
17175,mortgagee,1,9,9,1,15.67
17176,mortician,1,9,382,1,10.2
17177,mortification,1,13,81,4,13.11
17178,mortify,0,9,72,4,11.78
17179,mortise,0,7,39,3,13.31
17180,mortmain,1,8,13,2,19.6
17181,mortuary,1,10,1258,3,12.06
17182,mosaic,1,6,578,7,9.78
17183,mosey,0,5,308,1,9
17184,mosque,1,6,3056,1,14.12
17185,mosquito,1,8,2205,1,6.1
17186,moss,0,4,3032,1,8.310489
17187,mossback,1,8,14,1,14.29
17188,mossy,0,5,139,2,8.47
17189,much,0,4,738599,7,4.580539
17190,mot,1,3,255,2,10.62
17191,mote,1,4,119,1,10.38
17192,motel,1,5,9233,1,7.11
17193,motet,1,5,10,1,14.43
17194,moth,1,4,1923,1,5.74
17195,mothball,1,8,51,2,8.32
17196,mother,1,6,372846,7,2.63
17197,motherboard,1,11,173,1,14.17
17198,motherfucker,1,12,19379,1,9.74
17199,motherfucking,0,13,3213,1,9.58
17200,motherhood,1,10,844,1,7.55
17201,motherhouse,1,11,11,1,13.88
17202,motherland,1,10,1497,1,10.12
17203,motherless,0,10,390,1,7.39
17204,motherly,0,8,362,2,8.55
17205,mothproof,0,9,2,2,10.73
17206,motif,1,5,505,3,13.55
17207,motile,0,6,27,2,12.22
17208,motility,1,8,95,2,14
17209,motion,1,6,12791,8,6.78
